,cad_ig_oas,us_ig_oas,us_hy_oas,eur_ig_oas,cad_ig_oas_1-5yr,cad_ig_oas_5-10yr,cad_ig_oas_>10yr,cad_ig_oas_fins,cad_ig_oas_industrials,cad_ig_oas_utility,cad_ig_oas_a,cad_ig_oas_bbb,cad_prov_oas,cad_prov_oas_1-5yr,cad_prov_oas_5-10yr,cad_prov_oas_10yr,cad_prov_cmb,us_ig_oas_aaa,us_ig_oas_aa,us_ig_oas_a,us_ig_oas_bbb,us_ig_oas_1-3yr,us_ig_oas_3-5yr,us_ig_oas_5-7yr,us_ig_oas_7-10yr,us_ig_oas_10yr,us_ig_oas_industrials,us_ig_oas_uts,us_ig_oas_fins
2022-10-21,-1.925544,-3.425204,-4.802474,-2.124267,-0.979586,-2.731161,-2.947472,-1.813505,-1.833862,-2.612953,-1.991186,-2.016103,-1.23677,0.3406,-0.163831,-2.28007,-1.318232,-1.47866,-1.735508,-3.107656,-3.882131,-0.279075,-0.968348,-2.06572,-3.506471,-2.508617,-3.167843,-3.215202,-3.949964
2022-10-24,-1.934942,-3.225094,-4.534232,-2.040242,-0.968539,-2.753701,-2.992877,-1.819048,-1.847089,-2.626032,-1.998627,-2.029205,-1.204917,0.358254,-0.134706,-2.246111,-1.291471,-1.50999,-1.667112,-2.930711,-3.648515,-0.278263,-0.949645,-2.068955,-3.53229,-2.335462,-2.945812,-3.029011,-3.786008
2022-10-25,-1.941687,-3.180646,-4.505727,-1.98198,-0.951625,-2.75406,-3.062436,-1.808482,-1.855748,-2.691312,-2.009479,-2.033054,-1.125428,0.378213,-0.100097,-2.130118,-1.211661,-1.418712,-1.652174,-2.891976,-3.605523,-0.263505,-0.906665,-1.973392,-3.365493,-2.35275,-2.890883,-3.053918,-3.742207
2022-10-26,-2.028961,-3.171952,-4.266796,-2.004001,-0.967376,-2.817316,-3.330024,-1.851605,-1.961258,-2.882689,-2.103866,-2.123769,-1.108895,0.392265,-0.098578,-2.118595,-1.199288,-1.337837,-1.698839,-2.881687,-3.568207,-0.252431,-0.887427,-1.912149,-3.216139,-2.346218,-2.875817,-3.036427,-3.747579
2022-10-27,-1.978949,-3.213021,-4.144617,-1.868658,-0.948715,-2.810253,-3.195869,-1.830675,-1.895531,-2.786027,-2.044494,-2.081459,-1.019404,0.405867,-0.081691,-1.976888,-1.109466,-1.299006,-1.74345,-2.926363,-3.597709,-0.248843,-0.885551,-1.882376,-3.166923,-2.368581,-2.901464,-3.100429,-3.810729
2022-10-28,-1.938955,-3.017459,-3.39065,-1.870048,-0.940427,-2.785106,-3.081953,-1.818544,-1.837009,-2.708237,-2.002718,-2.038575,-0.960072,0.418232,-0.029401,-1.899402,-1.047859,-1.166995,-1.666333,-2.755054,-3.361764,-0.237529,-0.837947,-1.748708,-2.877065,-2.199871,-2.694344,-2.873517,-3.644556
2022-10-31,-1.896068,-3.024134,-3.592996,-1.936805,-0.917073,-2.766013,-2.981068,-1.791473,-1.779037,-2.657833,-1.953008,-1.997775,-0.947611,0.430174,-0.016781,-1.887672,-1.033723,-1.324026,-1.730902,-2.772653,-3.367446,-0.251919,-0.870547,-1.855634,-3.178068,-2.220152,-2.713255,-2.914935,-3.619531
2022-11-01,-1.804007,-2.75986,-3.419795,-1.939129,-0.857911,-2.702432,-2.805813,-1.717686,-1.689178,-2.49654,-1.855154,-1.900842,-0.924497,0.441646,-0.006726,-1.861372,-1.005677,-1.229777,-1.543683,-2.522522,-3.099541,-0.249488,-0.813422,-1.726939,-2.966037,-2.00973,-2.429262,-2.613606,-3.398941
2022-11-02,-1.77898,-2.685211,-3.400731,-1.949528,-0.872421,-2.666334,-2.696514,-1.731019,-1.655949,-2.358036,-1.816257,-1.88738,-0.975047,0.43397,-0.034136,-1.930012,-1.05822,-1.188286,-1.527544,-2.44221,-3.026088,-0.248506,-0.793212,-1.692693,-2.872176,-1.943943,-2.364961,-2.539063,-3.305943
2022-11-03,-1.735784,-2.797837,-3.965667,-1.909787,-0.867598,-2.623064,-2.56565,-1.708217,-1.598038,-2.285877,-1.767409,-1.843836,-1.112501,0.420022,-0.059581,-2.160635,-1.190593,-1.253116,-1.577315,-2.538181,-3.150501,-0.248127,-0.783169,-1.729563,-3.017131,-2.072677,-2.506782,-2.657236,-3.365513
2022-11-04,-1.722172,-2.63123,-3.887889,-1.848802,-0.848517,-2.605178,-2.551923,-1.696383,-1.57966,-2.276225,-1.752092,-1.824049,-1.132592,0.42025,-0.061143,-2.186012,-1.211674,-1.1171,-1.473569,-2.390715,-2.957507,-0.235027,-0.74681,-1.624314,-2.733203,-1.890503,-2.310744,-2.544874,-3.238284
2022-11-07,-1.7468,-2.448104,-3.569493,-1.73699,-0.849267,-2.616327,-2.61963,-1.692025,-1.630841,-2.315589,-1.770592,-1.856769,-1.133589,0.423471,-0.056568,-2.178711,-1.211878,-1.143634,-1.372072,-2.232686,-2.713224,-0.225325,-0.705592,-1.598635,-2.766732,-1.735724,-2.107748,-2.416537,-3.076852
2022-11-08,-1.769919,-2.481272,-3.878178,-1.667973,-0.852909,-2.611366,-2.720906,-1.706495,-1.651688,-2.381307,-1.804721,-1.870704,-1.102154,0.431341,-0.033326,-2.145183,-1.183227,-1.170495,-1.415489,-2.252368,-2.757861,-0.214684,-0.692225,-1.605113,-2.833885,-1.805152,-2.161594,-2.494402,-3.060967
2022-11-09,-1.779023,-2.659116,-4.551747,-1.673238,-0.85422,-2.628382,-2.74788,-1.719393,-1.652341,-2.40562,-1.816417,-1.875188,-1.186803,0.417583,-0.097333,-2.270398,-1.270604,-1.221245,-1.51166,-2.399571,-2.958364,-0.207801,-0.718496,-1.678111,-2.954429,-1.965129,-2.38357,-2.612117,-3.175794
2022-11-10,-1.808622,-2.370267,-4.219631,-1.583923,-0.852862,-2.641225,-2.881803,-1.740933,-1.670266,-2.508621,-1.878716,-1.875411,-0.937221,0.453647,-0.007182,-1.884208,-1.026903,-0.952209,-1.367874,-2.152759,-2.669891,-0.148739,-0.587994,-1.414086,-2.456528,-1.782441,-2.045693,-2.507367,-2.923948
2022-11-14,-1.711946,-2.062725,-3.618403,-1.412575,-0.774343,-2.525133,-2.762562,-1.656318,-1.556398,-2.422837,-1.783317,-1.770716,-0.935538,0.469086,0.001614,-1.892289,-1.018212,-1.014586,-1.207486,-1.896486,-2.269456,-0.142926,-0.560768,-1.406845,-2.526785,-1.522226,-1.70015,-2.20997,-2.681335
2022-11-15,-1.641409,-1.842395,-3.539314,-1.276857,-0.744889,-2.468057,-2.60279,-1.609213,-1.47059,-2.318743,-1.718038,-1.685494,-0.971614,0.459843,-0.037068,-1.942033,-1.054396,-0.966348,-1.072991,-1.705425,-2.040325,-0.122492,-0.512349,-1.338876,-2.415477,-1.369533,-1.450248,-2.005693,-2.508196
2022-11-16,-1.635535,-1.808981,-3.760519,-1.27747,-0.744969,-2.448263,-2.611356,-1.60982,-1.448271,-2.3461,-1.72448,-1.663596,-1.00781,0.461454,-0.040809,-2.019865,-1.087594,-0.95712,-1.033681,-1.668507,-2.025081,-0.119174,-0.497241,-1.303642,-2.406892,-1.376163,-1.421243,-2.009369,-2.455676
2022-11-17,-1.607961,-1.773826,-3.796768,-1.30137,-0.731317,-2.401969,-2.562692,-1.591961,-1.404532,-2.332255,-1.698659,-1.627088,-1.054405,0.461026,-0.082056,-2.081156,-1.134376,-0.953977,-0.96531,-1.62204,-1.9964,-0.119197,-0.492312,-1.298757,-2.398575,-1.320307,-1.404777,-1.937813,-2.397182
2022-11-18,-1.60108,-1.567439,-3.500188,-1.229307,-0.71355,-2.383103,-2.585742,-1.5738,-1.400342,-2.356117,-1.695021,-1.618724,-1.075767,0.469784,-0.109527,-2.108352,-1.156684,-0.866398,-0.846684,-1.444863,-1.781791,-0.10881,-0.453478,-1.213068,-2.194665,-1.153867,-1.182183,-1.78361,-2.206164
2022-11-21,-1.540316,-1.504113,-3.4254,-1.253365,-0.681635,-2.320435,-2.475931,-1.540133,-1.33117,-2.2288,-1.635412,-1.55084,-1.055861,0.466564,-0.13878,-2.065656,-1.134914,-0.92477,-0.799439,-1.388153,-1.713672,-0.116475,-0.465054,-1.269303,-2.285626,-1.098028,-1.115674,-1.68969,-2.156076
2022-11-22,-1.473725,-1.408296,-3.282627,-1.20804,-0.647189,-2.272381,-2.338458,-1.494699,-1.236845,-2.176558,-1.571288,-1.477609,-0.942126,0.482014,-0.076383,-1.898472,-1.01652,-0.870798,-0.741475,-1.292287,-1.629404,-0.109158,-0.444449,-1.223168,-2.165755,-1.037424,-1.016141,-1.542491,-2.078956
2022-11-23,-1.330496,-1.280015,-3.048031,-1.113716,-0.580089,-2.12804,-2.052824,-1.417829,-1.041559,-1.96518,-1.459306,-1.279392,-0.868318,0.494353,-0.042511,-1.795494,-0.940629,-0.822336,-0.651839,-1.16797,-1.511498,-0.093244,-0.416647,-1.174122,-2.059741,-0.953093,-0.873167,-1.39813,-1.979601
2022-11-25,-1.222815,-1.194164,-2.983435,-1.107489,-0.511404,-1.943214,-1.926643,-1.350515,-0.88987,-1.852765,-1.373357,-1.136401,-0.854068,0.490736,-0.027645,-1.776993,-0.924969,-0.802937,-0.57044,-1.091511,-1.4126,-0.088834,-0.40628,-1.147577,-2.012506,-0.868892,-0.768692,-1.388464,-1.907379
2022-11-28,-1.134289,-1.412076,-3.372484,-1.160098,-0.483784,-1.875909,-1.696038,-1.324361,-0.740074,-1.734262,-1.31498,-1.00004,-0.939676,0.477206,-0.103977,-1.893964,-1.006216,-0.872455,-0.699503,-1.260287,-1.632748,-0.102273,-0.430585,-1.199004,-2.171282,-1.062274,-1.047604,-1.534971,-2.03513
2022-11-29,-1.076986,-1.492727,-3.319324,-1.211518,-0.462825,-1.779268,-1.585949,-1.306086,-0.642056,-1.663326,-1.27037,-0.91665,-0.931503,0.476244,-0.10801,-1.871263,-0.99815,-0.930403,-0.750411,-1.321324,-1.671892,-0.108589,-0.4532,-1.248827,-2.292423,-1.087888,-1.154084,-1.579784,-2.07997
2022-11-30,-0.995522,-1.421359,-3.338533,-1.196569,-0.41333,-1.686211,-1.448756,-1.248124,-0.535994,-1.575659,-1.194571,-0.820898,-0.896843,0.465978,-0.090318,-1.811629,-0.963237,-0.900681,-0.740335,-1.243911,-1.622126,-0.093864,-0.44098,-1.224658,-2.233149,-1.046272,-1.077919,-1.46193,-2.028686
2022-12-01,-0.952533,-1.323386,-3.040265,-1.168897,-0.381886,-1.63598,-1.396315,-1.219705,-0.483806,-1.508285,-1.162781,-0.764022,-0.772736,0.475181,-0.006507,-1.640081,-0.837256,-0.866071,-0.678302,-1.166265,-1.508334,-0.0771,-0.415333,-1.165118,-2.166672,-0.987379,-0.956885,-1.420776,-1.954483
2022-12-02,-0.909702,-1.220552,-3.056844,-1.180175,-0.374694,-1.61134,-1.26867,-1.191622,-0.431759,-1.441352,-1.115032,-0.718951,-0.818269,0.471647,-0.019551,-1.72461,-0.882147,-0.783244,-0.618158,-1.073528,-1.411542,-0.065549,-0.360586,-1.047514,-2.021877,-0.918636,-0.856803,-1.240446,-1.865469
2022-12-05,-0.92393,-1.223926,-2.824827,-1.148127,-0.37374,-1.661415,-1.282956,-1.189705,-0.45601,-1.481801,-1.119129,-0.750763,-0.878008,0.470662,-0.033967,-1.823946,-0.942172,-0.909226,-0.624461,-1.087537,-1.386273,-0.097541,-0.417201,-1.171543,-2.228457,-0.897521,-0.863751,-1.250427,-1.861736
2022-12-06,-0.971521,-1.215827,-3.298237,-1.16838,-0.39691,-1.715015,-1.381622,-1.220855,-0.513781,-1.555088,-1.168436,-0.800695,-0.899133,0.469814,-0.044474,-1.864992,-0.966171,-0.970001,-0.602221,-1.071634,-1.43436,-0.09499,-0.423005,-1.231307,-2.353559,-0.92153,-0.868198,-1.180024,-1.846194
2022-12-07,-0.895336,-1.318705,-3.757124,-1.12171,-0.373864,-1.67118,-1.169486,-1.187889,-0.413143,-1.402408,-1.090435,-0.719174,-0.849854,0.479208,-0.016,-1.792694,-0.911102,-0.853665,-0.705118,-1.161686,-1.558633,-0.094196,-0.421205,-1.154711,-2.138976,-1.015555,-0.988317,-1.210331,-1.93525
2022-12-08,-0.848168,-1.150792,-3.337017,-1.168848,-0.343584,-1.639042,-1.073646,-1.143123,-0.362183,-1.358474,-1.03615,-0.678817,-0.778622,0.47577,0.024197,-1.679144,-0.83819,-0.866355,-0.608949,-1.016571,-1.343448,-0.091193,-0.412779,-1.150317,-2.137227,-0.840021,-0.799301,-0.991425,-1.818079
2022-12-09,-0.795945,-1.16694,-2.995432,-1.097738,-0.321858,-1.607476,-0.934623,-1.101011,-0.303593,-1.291422,-0.97661,-0.631653,-0.792968,0.461358,0.01639,-1.686793,-0.8475,-0.911413,-0.627877,-1.048952,-1.312118,-0.100943,-0.436773,-1.205012,-2.215583,-0.813012,-0.811798,-1.017933,-1.840206
2022-12-12,-0.771597,-1.07528,-2.770812,-1.086692,-0.287451,-1.553976,-0.950403,-1.061056,-0.294916,-1.27404,-0.947661,-0.608959,-0.747217,0.474724,0.053288,-1.617895,-0.80594,-0.866804,-0.592021,-0.960582,-1.232559,-0.096928,-0.412943,-1.156009,-2.105384,-0.758297,-0.722267,-0.906129,-1.749664
2022-12-13,-0.703076,-1.065415,-2.604818,-1.061593,-0.217415,-1.482845,-0.887904,-0.988723,-0.216506,-1.249109,-0.887394,-0.529014,-0.660001,0.478345,0.067563,-1.465745,-0.717664,-0.776024,-0.605819,-0.94699,-1.212071,-0.088162,-0.388426,-1.06607,-1.941572,-0.745276,-0.716535,-0.926819,-1.723945
2022-12-14,-0.70995,-1.149194,-2.673834,-1.052871,-0.183424,-1.440514,-1.019218,-0.944161,-0.249465,-1.356005,-0.899094,-0.531366,-0.660866,0.48812,0.080413,-1.47576,-0.722165,-0.66796,-0.673964,-1.01101,-1.318851,-0.086893,-0.371885,-0.960348,-1.751464,-0.832258,-0.835323,-0.966821,-1.75613
2022-12-15,-0.777376,-1.231786,-3.114881,-1.130257,-0.207018,-1.50246,-1.185338,-0.971149,-0.344135,-1.481062,-0.953228,-0.622149,-0.746723,0.480353,0.051841,-1.622483,-0.810728,-0.67856,-0.710697,-1.072803,-1.420663,-0.090673,-0.374948,-0.951758,-1.783436,-0.934255,-0.950385,-1.039219,-1.783119
2022-12-16,-0.844056,-1.284762,-3.478055,-1.203154,-0.227591,-1.590107,-1.327133,-0.992535,-0.454033,-1.57436,-0.998439,-0.723898,-0.695236,0.483817,0.063616,-1.526276,-0.760696,-0.704557,-0.737725,-1.112939,-1.501831,-0.098077,-0.405998,-0.988754,-1.835862,-0.967038,-1.014162,-1.069228,-1.823943
2022-12-19,-0.843332,-1.354082,-3.479084,-1.191936,-0.21723,-1.58173,-1.344842,-0.981557,-0.453608,-1.610008,-0.99826,-0.721517,-0.728134,0.492153,0.06425,-1.57863,-0.79306,-0.727089,-0.777295,-1.17186,-1.561594,-0.10705,-0.423207,-1.016551,-1.886502,-1.001326,-1.104322,-1.07588,-1.873796
2022-12-20,-0.846551,-1.475459,-3.512055,-1.202718,-0.223126,-1.624548,-1.305051,-0.9864,-0.448353,-1.634631,-1.001188,-0.724641,-0.748503,0.487002,0.027663,-1.591581,-0.81107,-0.825576,-0.839522,-1.275577,-1.678403,-0.11586,-0.474775,-1.144029,-2.073121,-1.079759,-1.246523,-1.134693,-1.975992
2022-12-21,-0.838699,-1.358217,-3.173096,-1.196003,-0.215635,-1.610178,-1.30158,-0.975646,-0.440998,-1.635372,-0.99043,-0.723508,-0.531985,0.499914,0.17185,-1.263706,-0.596193,-0.786493,-0.760472,-1.190038,-1.541038,-0.10274,-0.455445,-1.098014,-1.980708,-0.984134,-1.09264,-1.042003,-1.917529
2022-12-22,-0.836539,-1.325679,-3.314707,-1.174579,-0.210431,-1.583507,-1.322115,-0.955862,-0.453257,-1.651012,-0.982309,-0.729261,-0.563962,0.481165,0.170544,-1.31084,-0.629615,-0.828258,-0.732943,-1.149989,-1.523637,-0.092731,-0.443548,-1.132039,-2.056445,-0.98529,-1.078727,-0.991357,-1.856268
2022-12-23,-0.848382,-1.21082,-3.161443,-1.157705,-0.195217,-1.584589,-1.394539,-0.94354,-0.478161,-1.708052,-0.991576,-0.748997,-0.550595,0.478621,0.201008,-1.293426,-0.615751,-0.783334,-0.658833,-1.049935,-1.388341,-0.086013,-0.420463,-1.084551,-1.943922,-0.879491,-0.951152,-0.896646,-1.759975
2022-12-27,-0.83407,-1.250447,-3.066433,,-0.179679,-1.573068,-1.380469,-0.929815,-0.462883,-1.694604,-0.978884,-0.731718,-0.542267,0.494814,0.209436,-1.288339,-0.60718,-0.802652,-0.699757,-1.078582,-1.398744,-0.101594,-0.437007,-1.121365,-1.967753,-0.876782,-0.996234,-0.913476,-1.797474
2022-12-28,-0.819069,-1.219695,-3.646457,-1.100167,-0.18632,-1.557484,-1.312996,-0.92181,-0.450094,-1.649426,-0.965703,-0.711869,-0.592421,0.490009,0.182707,-1.355889,-0.657923,-0.846158,-0.681408,-1.061515,-1.360948,-0.093583,-0.448241,-1.180943,-2.039271,-0.846812,-0.958006,-0.89152,-1.778314
2022-12-29,-0.829165,-1.167705,-3.813219,-1.052778,-0.183327,-1.55834,-1.360054,-0.920009,-0.468701,-1.674558,-0.973814,-0.726329,-0.592144,0.477985,0.19273,-1.360329,-0.656535,-0.750356,-0.64045,-1.004168,-1.341141,-0.080169,-0.406098,-1.083119,-1.852071,-0.836871,-0.910764,-0.839414,-1.716878
2022-12-30,-0.819064,-1.245692,-3.705906,-1.059698,-0.16328,-1.534491,-1.38065,-0.89924,-0.462106,-1.691169,-0.961479,-0.714646,-0.662016,0.479126,0.156816,-1.47261,-0.73017,-0.878666,-0.71544,-1.069643,-1.413695,-0.086168,-0.426965,-1.202371,-2.096942,-0.938343,-1.008519,-0.922871,-1.758456
2023-01-03,-0.018285,-0.06155,0.331071,0.03382,0.000295,-0.019897,-0.062983,-0.011643,-0.027676,-0.014144,-0.021172,-0.021315,-0.008374,0.003072,-4.2e-05,-0.018303,-0.0082,0.049003,-0.004822,-0.062869,-0.100273,-0.004707,0.002337,0.041218,0.079137,-0.063118,-0.069802,-0.041548,-0.052322
2023-01-04,-0.015935,-0.095647,0.610182,0.115783,0.015684,0.002747,-0.111466,0.00375,-0.039412,-0.017786,-0.014714,-0.02888,0.067789,0.025233,0.088737,0.076105,0.069298,0.087535,-0.008527,-0.105697,-0.156915,-0.007377,0.012571,0.075217,0.142779,-0.105708,-0.093384,-0.082557,-0.102678
2023-01-05,0.011582,-0.093242,0.782273,0.087472,0.026187,0.012458,-0.025499,0.023793,-0.00786,0.02626,0.014401,0.001124,-0.053065,0.009981,0.03477,-0.130855,-0.048413,0.057646,0.006044,-0.131512,-0.162261,-0.010731,0.007927,0.064568,0.067872,-0.114525,-0.066799,-0.061546,-0.146018
2023-01-06,0.056762,0.057806,1.196644,0.069419,0.053794,0.054502,0.066192,0.047675,0.042364,0.139475,0.064042,0.043331,0.041484,0.014044,0.096393,0.024044,0.045081,0.212305,0.144405,-0.010924,-0.011245,0.008487,0.064313,0.229963,0.3648,0.048967,0.134733,0.030327,-0.066734
2023-01-09,0.092475,0.216016,1.579292,0.142719,0.080831,0.097844,0.116525,0.075578,0.084026,0.186833,0.096163,0.086936,0.114104,0.026137,0.138444,0.141737,0.11881,0.229198,0.237575,0.091071,0.200991,0.012481,0.067861,0.257154,0.423729,0.225567,0.338305,0.184953,0.014978
2023-01-10,0.101577,0.396779,1.809567,0.24334,0.089632,0.098927,0.133663,0.083948,0.094135,0.195569,0.104916,0.100553,0.085816,0.030438,0.126841,0.089056,0.089256,0.241278,0.367792,0.205173,0.431064,0.016632,0.089537,0.30949,0.454696,0.410445,0.560327,0.335559,0.13268
2023-01-11,0.138889,0.615085,1.978363,0.310254,0.115002,0.138773,0.198342,0.106661,0.139966,0.2631,0.140273,0.142242,0.1336,0.058405,0.185366,0.140168,0.136285,0.337227,0.440598,0.377966,0.688658,0.024374,0.132041,0.420435,0.68079,0.61337,0.819996,0.513721,0.290167
2023-01-12,0.17395,0.697712,2.028706,0.357601,0.122606,0.199488,0.278312,0.110928,0.200736,0.336782,0.162746,0.197712,0.197265,0.056334,0.20909,0.256499,0.203788,0.356813,0.478547,0.463816,0.778566,0.034972,0.173592,0.490144,0.695328,0.678279,0.890149,0.606382,0.391639
2023-01-13,0.217684,0.824117,2.405313,0.353163,0.142754,0.227631,0.394807,0.126178,0.258471,0.447968,0.209801,0.240422,0.1193,0.059178,0.160324,0.124754,0.129364,0.357718,0.535296,0.588261,0.936015,0.03409,0.185353,0.490719,0.741887,0.799573,1.004187,0.634918,0.562844
2023-01-17,0.266719,0.889824,2.445071,0.423396,0.18661,0.291933,0.442837,0.161681,0.336945,0.455131,0.269854,0.285932,0.091456,0.06846,0.164702,0.061842,0.096891,0.307618,0.511148,0.669492,1.007143,0.032542,0.19651,0.456829,0.664275,0.82976,1.02893,0.628157,0.715968
2023-01-18,0.317191,0.881196,2.133749,0.576475,0.23461,0.413601,0.434768,0.212992,0.381571,0.52124,0.307751,0.354853,-0.09369,0.07337,0.136826,-0.298587,-0.091126,0.34297,0.461987,0.683748,1.005305,0.035989,0.212281,0.497618,0.730529,0.817195,0.981289,0.506175,0.801332
2023-01-19,0.347221,0.763847,1.703801,0.580902,0.247194,0.431135,0.519497,0.232696,0.438052,0.506393,0.331574,0.396457,-0.187817,0.060933,0.133844,-0.481023,-0.183599,0.311757,0.40107,0.615727,0.88384,0.037149,0.216755,0.457815,0.65751,0.691634,0.80086,0.458342,0.774729
2023-01-20,0.42695,0.810056,1.868011,0.473829,0.297995,0.505165,0.676275,0.300129,0.52008,0.627386,0.421887,0.471874,-0.098551,0.077984,0.184745,-0.336938,-0.090973,0.374924,0.440209,0.675222,0.935568,0.043179,0.246926,0.52805,0.78129,0.743922,0.824908,0.577496,0.841059
2023-01-23,0.514306,0.936434,2.205899,0.419725,0.365165,0.598741,0.808129,0.38048,0.620411,0.70041,0.502102,0.578914,-0.049766,0.093558,0.230011,-0.27072,-0.043044,0.336985,0.507231,0.801865,1.065412,0.043179,0.250882,0.488454,0.75342,0.84486,0.93851,0.683076,0.994265
2023-01-24,0.556389,0.933181,2.006817,0.487209,0.388769,0.652558,0.885464,0.413216,0.666104,0.767823,0.54247,0.627541,-0.01006,0.09945,0.254317,-0.206758,-0.002577,0.363836,0.489385,0.80509,1.043691,0.048193,0.27128,0.514791,0.804621,0.811761,0.914902,0.712307,1.017858
2023-01-25,0.556063,0.889812,1.890269,0.438702,0.404155,0.672664,0.82754,0.445249,0.638592,0.727459,0.555504,0.606802,0.069706,0.108309,0.311225,-0.081324,0.081439,0.45776,0.459264,0.779137,0.996057,0.052111,0.28848,0.602464,0.97691,0.780805,0.849274,0.688815,1.007636
2023-01-26,0.659457,1.089936,2.336877,0.417269,0.458583,0.766987,1.06083,0.526704,0.759668,0.860435,0.654716,0.7236,0.182658,0.105086,0.364771,0.118545,0.193993,0.417195,0.59176,0.944434,1.22776,0.060225,0.307314,0.602967,0.923767,0.955099,1.065828,0.846176,1.1901
2023-01-27,0.705127,1.091162,2.397495,0.381182,0.491729,0.817881,1.132868,0.569073,0.807776,0.91127,0.698701,0.777803,0.243041,0.111676,0.400393,0.217662,0.25445,0.474949,0.5825,0.950718,1.251759,0.065057,0.317353,0.664023,1.043961,0.958516,1.043885,0.868597,1.225706
2023-01-30,0.751584,1.052764,2.286921,0.367918,0.517932,0.859871,1.2337,0.60251,0.871639,0.952856,0.728523,0.846399,0.196121,0.108263,0.3634,0.144975,0.207933,0.362077,0.542569,0.920449,1.190464,0.064717,0.277678,0.559632,0.835396,0.874382,0.971245,0.877799,1.234175
2023-01-31,0.82946,1.20112,2.183995,0.4066,0.556848,0.928954,1.416359,0.652266,0.971827,1.069784,0.799085,0.939724,0.208272,0.110063,0.363799,0.168428,0.223738,0.371592,0.639992,1.061961,1.311251,0.077706,0.311181,0.600478,0.851843,0.993091,1.127914,1.06842,1.358114
2023-02-01,0.887445,1.203659,2.187711,0.429281,0.645285,1.001878,1.3874,0.754026,0.984228,1.101532,0.87261,0.972773,0.173685,0.110269,0.344044,0.109409,0.190677,0.493206,0.65065,1.062995,1.317296,0.084386,0.351507,0.743044,1.078334,0.98762,1.122622,1.08852,1.369241
2023-02-02,1.12118,1.462509,3.429555,0.695973,0.772868,1.336149,1.797063,0.935221,1.266599,1.387935,1.069055,1.275953,0.317257,0.120136,0.407869,0.359921,0.339327,0.48113,0.743861,1.302286,1.662115,0.099758,0.376744,0.761121,1.12085,1.230994,1.379072,1.292079,1.64545
2023-02-03,1.192656,1.432039,3.529303,0.683692,0.821125,1.367285,1.95975,1.017796,1.324031,1.458611,1.160848,1.331252,0.331846,0.118442,0.391834,0.399192,0.355214,0.465431,0.741136,1.28541,1.657459,0.096409,0.392635,0.756014,1.095778,1.176169,1.309081,1.231084,1.689146
2023-02-06,1.202563,1.429746,3.34754,0.661902,0.835126,1.366284,1.964236,1.042553,1.327827,1.426925,1.169477,1.342917,0.292751,0.116682,0.367394,0.334567,0.313709,0.344454,0.716698,1.307383,1.624445,0.08466,0.371198,0.647295,0.868293,1.134356,1.267757,1.262465,1.744512
2023-02-07,1.214194,1.365664,3.38061,0.659812,0.863393,1.373547,1.935431,1.078257,1.322116,1.397484,1.181177,1.350138,0.332246,0.118509,0.389157,0.401579,0.355751,0.400134,0.711714,1.26426,1.547346,0.091814,0.38955,0.682535,0.969125,1.067722,1.162974,1.232061,1.741025
2023-02-08,1.182984,1.300209,3.089501,0.711145,0.854484,1.354428,1.840727,1.059967,1.286411,1.331314,1.141382,1.324743,0.350788,0.120759,0.414236,0.423976,0.371274,0.392822,0.676345,1.218072,1.452557,0.092376,0.377614,0.663606,0.954777,0.985145,1.066622,1.175583,1.725275
2023-02-09,1.143797,1.214935,3.099993,0.741815,0.825323,1.297575,1.790104,1.033862,1.237145,1.271503,1.104135,1.275457,0.293013,0.115574,0.371423,0.333405,0.313481,0.423038,0.651694,1.142769,1.376129,0.093118,0.347664,0.64863,1.055749,0.893245,0.960376,1.132683,1.665297
2023-02-10,1.089154,1.065086,2.49701,0.71358,0.803583,1.221525,1.668497,1.008064,1.161922,1.166714,1.058651,1.202697,0.253585,0.117345,0.354018,0.262434,0.275582,0.384039,0.598045,1.014783,1.203343,0.086518,0.286819,0.559012,0.990073,0.76387,0.799837,1.056265,1.516017
2023-02-13,1.086791,0.998702,2.465259,0.743657,0.799268,1.232695,1.662588,0.999681,1.166469,1.167998,1.054529,1.198803,0.267247,0.129578,0.3862,0.266245,0.287381,0.437575,0.587028,0.9727,1.095519,0.085632,0.304771,0.615253,1.068265,0.69551,0.717513,1.014535,1.470264
2023-02-14,1.100033,1.009013,2.608793,0.764197,0.795981,1.246884,1.712489,1.011505,1.174938,1.200065,1.06797,1.212483,0.257821,0.118082,0.39985,0.244885,0.277525,0.343812,0.593982,0.981901,1.129668,0.084258,0.285618,0.515928,0.894939,0.710688,0.731471,1.01486,1.476821
2023-02-15,1.083576,1.052966,2.506331,0.678759,0.814608,1.188992,1.640029,1.021474,1.140526,1.13384,1.060693,1.182715,0.238938,0.122621,0.401384,0.203873,0.257767,0.39078,0.659916,1.007673,1.178727,0.087546,0.294921,0.538843,1.00074,0.774391,0.806975,0.980645,1.486862
2023-02-16,1.081209,0.941408,2.259775,0.690507,0.827351,1.174142,1.609076,1.041061,1.118078,1.107808,1.068353,1.164903,0.206659,0.121611,0.390671,0.144974,0.227339,0.385958,0.621985,0.911614,1.083312,0.088754,0.280134,0.484971,1.007057,0.668571,0.689346,0.762437,1.411671
