,cdx_ig,cdx_hy
2004-11-19,,
2004-11-22,48.986,
2004-11-23,48.77,
2004-11-24,47.845,
2004-11-26,47.767,
2004-11-29,47.092,
2004-11-30,47.465,
2004-12-01,45.948,
2004-12-02,44.651,
2004-12-03,44.303,
2004-12-06,44.237,
2004-12-07,44.464,
2004-12-08,44.738,
2004-12-09,45.19,
2004-12-10,45.781,
2004-12-13,45.731,
2004-12-14,46.634,
2004-12-15,46.106,
2004-12-16,45.189,
2004-12-17,45.429,
2004-12-20,44.713,
2004-12-21,44.673,
2004-12-22,44.505,
2004-12-23,44.508,
2004-12-28,44.272,
2004-12-29,44.275,
2004-12-30,44.215,
2004-12-31,44.28,
2005-01-03,44.435,
2005-01-04,45.141,
2005-01-05,46.836,
2005-01-06,46.886,
2005-01-07,47.456,
2005-01-10,47.62,
2005-01-11,47.79,
2005-01-12,47.48,
2005-01-13,48.066,
2005-01-14,48.069,
2005-01-18,48.892,
2005-01-19,49.182,
2005-01-20,49.864,
2005-01-21,49.852,
2005-01-24,48.909,
2005-01-25,47.852,
2005-01-26,47.012,
2005-01-27,46.979,
2005-01-28,47.147,
2005-01-31,46.89,
2005-02-01,46.225,
2005-02-02,45.067,
2005-02-03,45.124,
2005-02-04,44.626,
2005-02-07,45.063,
2005-02-08,45.137,
2005-02-09,46.444,
2005-02-10,45.643,
2005-02-11,45.083,
2005-02-14,44.946,
2005-02-15,44.782,
2005-02-16,44.305,
2005-02-17,44.394,
2005-02-18,44.595,
2005-02-22,45.645,
2005-02-23,44.694,
2005-02-24,44.494,
2005-02-25,44.45,
2005-02-28,44.942,
2005-03-01,44.414,
2005-03-02,44.129,
2005-03-03,43.419,
2005-03-04,42.453,
2005-03-07,41.948,
2005-03-08,41.506,
2005-03-09,42.795,
2005-03-10,42.886,
2005-03-11,43.437,
2005-03-14,43.939,
2005-03-15,44.812,
2005-03-16,46.653,
2005-03-17,45.989,
2005-03-18,45.277,
2005-03-21,45.286,
2005-03-22,47.229,
2005-03-23,46.786,
2005-03-24,46.25,
2005-03-28,46.792,
2005-03-29,48.219,
2005-03-30,48.861,
2005-03-31,50.607,
2005-04-01,52.583,
2005-04-04,51.344,
2005-04-05,49.25,
2005-04-07,47.75,
2005-04-08,50.875,
2005-04-11,50.556,
2005-04-12,49.986,
2005-04-13,52.422,
2005-04-14,55.521,
2005-04-15,59.0,
2005-04-18,58.768,
2005-04-19,55.104,
2005-04-20,55.688,
2005-04-21,51.917,
2005-04-22,54.0,
2005-04-25,53.469,
2005-04-26,54.194,
2005-04-27,55.771,
2005-04-28,58.406,
2005-04-29,59.083,
2005-05-02,59.625,
2005-05-03,59.594,
2005-05-04,55.964,
2005-05-05,61.313,
2005-05-06,63.493,
2005-05-09,64.438,
2005-05-10,71.625,
2005-05-11,70.938,
2005-05-12,72.786,
2005-05-13,74.479,
2005-05-16,74.646,
2005-05-17,77.722,
2005-05-18,71.125,
2005-05-19,63.857,
2005-05-20,64.571,
2005-05-23,63.464,
2005-05-24,62.75,
2005-05-25,59.982,
2005-05-26,56.938,
2005-05-27,57.583,
2005-05-31,59.286,
2005-06-01,57.75,
2005-06-02,54.547,
2005-06-03,56.036,
2005-06-06,56.889,
2005-06-07,56.203,
2005-06-08,57.857,
2005-06-09,57.319,
2005-06-10,57.036,
2005-06-13,56.542,
2005-06-14,55.25,
2005-06-15,55.25,
2005-06-16,56.578,
2005-06-17,56.188,
2005-06-20,56.514,
2005-06-21,56.014,
2005-06-22,57.958,
2005-06-23,59.861,
2005-06-24,62.042,
2005-06-27,63.194,
2005-06-28,58.875,
2005-06-29,60.347,
2005-06-30,60.333,
2005-07-01,59.975,
2005-07-05,58.819,
2005-07-06,59.844,
2005-07-07,61.829,
2005-07-08,58.688,
2005-07-11,57.922,
2005-07-12,57.719,
2005-07-13,56.75,
2005-07-14,55.278,
2005-07-15,55.063,
2005-07-18,54.781,
2005-07-19,55.014,
2005-07-20,54.107,
2005-07-21,53.75,
2005-07-22,53.25,
2005-07-25,53.437,
2005-07-26,52.111,
2005-07-27,51.139,
2005-07-28,50.109,
2005-07-29,50.719,
2005-08-01,51.482,
2005-08-02,52.438,
2005-08-03,52.5,
2005-08-04,53.786,
2005-08-05,54.344,
2005-08-08,54.653,
2005-08-09,53.111,
2005-08-10,52.672,
2005-08-11,52.063,
2005-08-12,52.609,
2005-08-15,52.667,
2005-08-16,52.569,
2005-08-17,51.357,
2005-08-18,51.167,
2005-08-19,50.328,
2005-08-22,49.054,
2005-08-23,47.944,
2005-08-24,48.889,
2005-08-25,48.703,
2005-08-26,49.571,
2005-08-29,49.681,
2005-08-30,50.389,
2005-08-31,50.703,
2005-09-01,51.556,
2005-09-02,53.339,
2005-09-05,53.339,
2005-09-06,50.438,
2005-09-07,51.268,
2005-09-08,50.984,
2005-09-09,50.047,
2005-09-12,49.694,
2005-09-13,49.554,
2005-09-14,49.0,
2005-09-15,49.797,
2005-09-20,47.278,
2005-09-21,47.268,
2005-09-22,47.396,
2005-09-23,46.641,
2005-09-26,45.984,
2005-09-27,45.889,
2005-09-28,46.031,
2005-09-29,45.516,
2005-09-30,45.422,
2005-10-03,45.375,
2005-10-04,45.222,
2005-10-05,45.694,
2005-10-06,47.611,
2005-10-07,47.964,
2005-10-11,47.938,
2005-10-12,48.958,
2005-10-13,49.604,
2005-10-14,49.014,
2005-10-17,47.391,
2005-10-18,47.266,
2005-10-19,47.199,
2005-10-20,47.764,
2005-10-21,47.547,
2005-10-24,47.458,
2005-10-25,47.806,
2005-10-26,48.172,
2005-10-27,48.656,
2005-10-28,48.359,
2005-10-31,48.016,
2005-11-01,48.264,
2005-11-02,48.806,
2005-11-03,49.194,
2005-11-04,49.286,
2005-11-07,48.922,
2005-11-08,48.875,
2005-11-09,49.109,
2005-11-10,49.375,
2005-11-14,50.328,
2005-11-15,50.719,
2005-11-16,50.806,
2005-11-17,51.167,
2005-11-18,50.75,
2005-11-21,50.764,
2005-11-22,49.819,
2005-11-23,49.839,
2005-11-25,49.688,
2005-11-28,49.5,
2005-11-29,49.156,
2005-11-30,49.339,
2005-12-01,48.75,
2005-12-02,48.792,
2005-12-05,48.804,
2005-12-06,48.766,
2005-12-07,48.75,
2005-12-08,48.389,
2005-12-09,47.984,
2005-12-12,47.411,
2005-12-13,46.594,
2005-12-14,46.5,
2005-12-15,46.531,
2005-12-16,46.446,
2005-12-19,46.188,
2005-12-20,46.469,
2005-12-21,46.361,
2005-12-22,45.972,
2005-12-23,45.925,
2005-12-27,45.821,
2005-12-28,46.021,
2005-12-29,46.141,
2005-12-30,46.179,
2006-01-03,45.641,
2006-01-04,45.219,
2006-01-05,45.313,
2006-01-06,45.234,
2006-01-09,45.083,
2006-01-10,45.281,
2006-01-11,45.25,
2006-01-12,45.719,
2006-01-13,45.969,
2006-01-17,46.469,
2006-01-18,46.328,
2006-01-19,45.875,
2006-01-20,46.458,
2006-01-23,46.347,
2006-01-24,45.938,
2006-01-25,45.859,
2006-01-26,45.656,
2006-01-27,44.859,
2006-01-30,44.583,
2006-01-31,44.417,
2006-02-01,44.219,
2006-02-02,44.264,
2006-02-03,44.453,
2006-02-06,44.75,
2006-02-07,45.313,
2006-02-08,44.984,
2006-02-09,45.094,
2006-02-10,45.347,
2006-02-13,45.547,
2006-02-14,45.194,
2006-02-15,44.611,
2006-02-16,44.222,
2006-02-17,44.0,
2006-02-21,44.0,
2006-02-22,43.25,
2006-02-23,42.234,
2006-02-24,42.203,
2006-02-27,42.0,
2006-03-20,37.986,
2006-03-21,38.745,
2006-03-22,39.537,
2006-03-23,40.658,
2006-03-24,41.325,
2006-03-27,40.764,
2006-03-28,41.196,
2006-03-29,42.035,
2006-03-30,42.078,
2006-03-31,41.328,
2006-04-03,41.43,
2006-04-04,41.733,
2006-04-05,40.827,
2006-04-06,40.122,
2006-04-07,40.212,
2006-04-10,40.229,
2006-04-11,39.757,
2006-04-12,39.735,
2006-04-13,39.761,
2006-04-17,40.055,
2006-04-18,39.316,
2006-04-19,38.826,
2006-04-20,38.351,
2006-04-21,38.286,
2006-04-24,38.178,
2006-04-25,37.876,
2006-04-26,36.621,
2006-04-27,36.136,
2006-04-28,35.216,
2006-05-01,34.879,
2006-05-02,34.468,
2006-05-03,35.479,
2006-05-04,36.953,
2006-05-05,36.251,
2006-05-08,36.674,
2006-05-09,37.225,
2006-05-10,37.208,
2006-05-11,37.972,
2006-05-12,39.327,
2006-05-15,39.97,
2006-05-16,40.589,
2006-05-17,42.366,
2006-05-18,42.1,
2006-05-19,41.872,
2006-05-22,43.408,
2006-05-23,43.228,
2006-05-24,44.285,
2006-05-25,41.468,
2006-05-26,40.51,
2006-05-30,43.663,
2006-05-31,42.825,
2006-06-01,42.142,
2006-06-02,41.698,
2006-06-05,43.088,
2006-06-06,43.938,
2006-06-07,43.788,
2006-06-08,44.607,
2006-06-09,44.631,
2006-06-12,45.557,
2006-06-13,46.443,
2006-06-14,47.295,
2006-06-15,45.75,
2006-06-16,46.583,
2006-06-19,46.459,
2006-06-20,46.59,
2006-06-21,46.318,
2006-06-22,46.648,
2006-06-23,46.784,
2006-06-26,46.094,
2006-06-27,45.827,
2006-06-28,45.041,
2006-06-29,42.835,
2006-06-30,41.628,
2006-07-03,41.343,
2006-07-05,41.961,
2006-07-06,41.711,
2006-07-07,41.908,
2006-07-10,41.483,
2006-07-11,41.714,
2006-07-12,42.879,
2006-07-13,44.423,
2006-07-14,44.457,
2006-07-17,44.092,
2006-07-18,43.446,
2006-07-19,41.622,
2006-07-20,42.546,
2006-07-21,42.87,
2006-07-24,42.649,
2006-07-25,42.84,
2006-07-26,42.674,
2006-07-27,42.654,
2006-07-28,42.081,
2006-07-31,42.156,
2006-08-01,42.552,
2006-08-02,42.219,
2006-08-03,42.152,
2006-08-04,41.902,
2006-08-07,42.023,
2006-08-08,42.034,
2006-08-09,42.462,
2006-08-10,42.697,
2006-08-11,42.498,
2006-08-14,42.278,
2006-08-15,41.72,
2006-08-16,40.418,
2006-08-17,40.632,
2006-08-18,40.487,
2006-08-21,41.426,
2006-08-22,41.421,
2006-08-23,41.448,
2006-08-24,41.146,
2006-08-25,40.928,
2006-08-28,40.427,
2006-08-29,40.263,
2006-08-30,39.917,
2006-08-31,39.606,
2006-09-01,39.108,
2006-09-05,38.839,
2006-09-06,39.6,
2006-09-07,39.767,
2006-09-08,38.83,
2006-09-11,39.015,
2006-09-12,38.087,
2006-09-13,37.676,
2006-09-14,37.887,
2006-09-15,37.573,
2006-09-18,39.217,
2006-09-19,40.132,
2006-09-20,40.143,
2006-09-21,40.731,
2006-09-22,41.307,
2006-09-25,40.545,
2006-09-26,39.745,
2006-09-27,39.638,
2006-09-28,40.14,
2006-09-29,39.641,
2006-10-02,40.313,
2006-10-03,39.93,
2006-10-04,39.119,
2006-10-05,38.777,
2006-10-06,38.842,
2006-10-10,38.745,
2006-10-11,38.496,
2006-10-12,37.852,
2006-10-13,37.75,
2006-10-16,37.464,
2006-10-17,37.424,
2006-10-18,36.52,
2006-10-19,36.365,
2006-10-20,36.04,
2006-10-23,35.966,
2006-10-24,35.472,
2006-10-25,34.974,
2006-10-26,33.958,
2006-10-27,34.114,
2006-10-30,34.843,
2006-10-31,34.774,
2006-11-01,34.148,
2006-11-02,33.515,
2006-11-03,33.58,
2006-11-06,33.023,
2006-11-07,33.301,
2006-11-08,34.172,
2006-11-09,34.169,
2006-11-10,34.717,
2006-11-13,34.598,
2006-11-14,34.51,
2006-11-15,34.518,
2006-11-16,33.978,
2006-11-17,33.98,
2006-11-20,33.97,
2006-11-21,33.97,
2006-11-22,34.052,
2006-11-24,34.29,
2006-11-27,35.22,
2006-11-28,35.109,
2006-11-29,34.252,
2006-11-30,34.059,
2006-12-01,34.394,
2006-12-04,34.168,
2006-12-05,34.082,
2006-12-06,34.046,
2006-12-07,34.641,
2006-12-08,34.299,
2006-12-11,34.352,
2006-12-12,34.213,
2006-12-13,34.677,
2006-12-14,35.004,
2006-12-15,34.656,
2006-12-18,34.736,
2006-12-19,34.445,
2006-12-20,34.134,
2006-12-21,34.117,
2006-12-22,34.044,
2006-12-26,34.051,
2006-12-27,33.772,
2006-12-28,33.754,
2006-12-29,33.656,
2007-01-02,33.376,
2007-01-03,33.597,
2007-01-04,33.661,
2007-01-05,34.369,
2007-01-08,34.231,
2007-01-09,34.151,
2007-01-10,34.253,
2007-01-11,33.98,
2007-01-12,33.732,
2007-01-16,33.464,
2007-01-17,32.841,
2007-01-18,32.593,
2007-01-19,32.309,
2007-01-22,32.1,
2007-01-23,31.883,
2007-01-24,30.978,
2007-01-25,31.605,
2007-01-26,31.857,
2007-01-29,31.612,
2007-01-30,32.114,
2007-01-31,31.617,
2007-02-01,31.285,
2007-02-02,31.026,
2007-02-05,31.125,
2007-02-06,30.652,
2007-02-07,30.441,
2007-02-08,30.681,
2007-02-09,30.682,
2007-02-12,31.574,
2007-02-13,31.14,
2007-02-14,30.688,
2007-02-15,30.643,
2007-02-16,30.431,
2007-02-20,30.207,
2007-02-21,29.754,
2007-02-22,29.156,
2007-02-23,29.991,
2007-02-26,30.622,
2007-02-27,35.556,
2007-02-28,33.881,
2007-03-01,35.49,
2007-03-02,37.492,
2007-03-05,39.898,
2007-03-06,37.26,
2007-03-07,35.84,
2007-03-08,34.166,
2007-03-09,33.949,
2007-03-12,34.328,
2007-03-13,37.315,
2007-03-14,36.567,
2007-03-15,36.59,
2007-03-16,38.024,
2007-03-19,37.076,
2007-03-20,37.078,
2007-03-21,35.211,
2007-03-22,34.548,
2007-03-23,34.613,
2007-03-26,35.486,
2007-03-27,35.916,
2007-03-28,37.496,
2007-03-29,37.304,
2007-03-30,38.128,
2007-04-02,38.767,
2007-04-03,38.008,
2007-04-04,38.065,
2007-04-05,36.936,
2007-04-09,37.124,
2007-04-10,36.937,
2007-04-11,36.664,
2007-04-12,36.845,
2007-04-13,36.046,
2007-04-16,35.347,
2007-04-17,34.916,
2007-04-18,34.71,
2007-04-19,34.013,
2007-04-20,33.3,
2007-04-23,33.225,
2007-04-24,33.746,
2007-04-25,33.731,
2007-04-26,34.142,
2007-04-27,34.779,
2007-04-30,34.823,
2007-05-01,34.696,
2007-05-02,34.361,
2007-05-03,34.221,
2007-05-04,34.237,
2007-05-07,34.037,
2007-05-08,34.031,
2007-05-09,33.689,
2007-05-10,33.686,
2007-05-11,33.466,
2007-05-14,33.049,
2007-05-15,33.153,
2007-05-16,33.043,
2007-05-17,33.067,
2007-05-18,32.715,
2007-05-21,32.474,
2007-05-22,31.836,
2007-05-23,31.472,
2007-05-24,31.9,
2007-05-25,31.611,
2007-05-29,31.831,
2007-05-30,31.876,
2007-05-31,31.612,
2007-06-01,31.298,
2007-06-04,31.058,
2007-06-05,30.918,
2007-06-06,31.808,
2007-06-07,33.227,
2007-06-08,32.552,
2007-06-11,32.442,
2007-06-12,33.212,
2007-06-13,33.084,
2007-06-14,32.848,
2007-06-15,32.232,
2007-06-18,32.327,
2007-06-19,33.137,
2007-06-20,34.609,
2007-06-21,34.988,
2007-06-22,36.182,
2007-06-25,36.594,
2007-06-26,35.98,
2007-06-27,36.042,
2007-06-28,36.221,
2007-06-29,37.889,
2007-07-02,37.973,
2007-07-03,38.387,
2007-07-05,38.68,
2007-07-06,39.037,
2007-07-09,38.775,
2007-07-10,42.431,
2007-07-11,44.142,
2007-07-12,40.044,
2007-07-13,38.272,
2007-07-16,39.006,
2007-07-17,41.939,
2007-07-18,44.812,
2007-07-19,44.74,
2007-07-20,47.687,
2007-07-23,48.463,
2007-07-24,49.657,
2007-07-25,51.395,
2007-07-26,64.508,
2007-07-27,71.824,
2007-07-30,73.097,
2007-07-31,71.171,
2007-08-01,73.633,
2007-08-02,68.487,
2007-08-03,75.769,
2007-08-06,73.159,
2007-08-07,66.634,
2007-08-08,56.04,
2007-08-09,62.591,
2007-08-10,62.65,
2007-08-13,69.221,
2007-08-14,71.954,
2007-08-15,74.769,
2007-08-16,76.23,
2007-08-17,67.16,
2007-08-20,66.513,
2007-08-21,65.787,
2007-08-22,58.982,
2007-08-23,56.191,
2007-08-24,54.135,
2007-08-27,56.072,
2007-08-28,64.156,
2007-08-29,64.245,
2007-08-30,66.23,
2007-08-31,61.191,
2007-09-04,60.182,
2007-09-05,62.956,
2007-09-06,63.792,
2007-09-07,66.914,
2007-09-10,69.709,
2007-09-11,68.063,
2007-09-12,65.529,
2007-09-13,62.54,
2007-09-14,60.211,
2007-09-17,60.658,
2007-09-18,52.97,
2007-09-19,50.414,
2007-09-20,50.375,
2007-09-21,49.857,
2007-09-24,50.661,
2007-09-25,52.594,
2007-09-26,51.745,
2007-09-27,52.531,
2007-09-28,55.307,
2007-10-01,53.654,
2007-10-02,51.865,
2007-10-03,50.326,
2007-10-04,49.787,
2007-10-05,47.644,
2007-10-09,43.952,
2007-10-10,44.328,
2007-10-11,45.333,
2007-10-12,45.29,
2007-10-15,45.483,
2007-10-16,49.1,
2007-10-17,50.592,
2007-10-18,52.418,
2007-10-19,58.827,
2007-10-22,56.241,
2007-10-23,56.175,
2007-10-24,58.106,
2007-10-25,58.905,
2007-10-26,57.238,
2007-10-29,56.805,
2007-10-30,58.856,
2007-10-31,57.9,
2007-11-01,64.908,
2007-11-02,67.551,
2007-11-05,67.636,
2007-11-06,65.534,
2007-11-07,71.58,
2007-11-08,72.38,
2007-11-09,74.493,
2007-11-13,69.046,
2007-11-14,69.291,
2007-11-15,72.898,
2007-11-16,73.88,
2007-11-19,77.34,
2007-11-20,78.277,
2007-11-21,80.456,
2007-11-23,76.494,
2007-11-26,80.958,
2007-11-27,80.073,
2007-11-28,73.182,
2007-11-29,73.56,
2007-11-30,72.172,
2007-12-03,75.106,
2007-12-04,75.386,
2007-12-05,74.967,
2007-12-06,71.86,
2007-12-07,71.47,
2007-12-10,68.027,
2007-12-11,74.029,
2007-12-12,71.016,
2007-12-13,69.66,
2007-12-14,70.198,
2007-12-17,73.327,
2007-12-18,71.36,
2007-12-19,71.754,
2007-12-20,73.069,
2007-12-21,72.833,
2007-12-24,71.376,
2007-12-26,71.069,
2007-12-27,71.659,
2007-12-28,71.724,
2007-12-31,71.77,
2008-01-02,74.744,
2008-01-03,77.493,
2008-01-04,82.28,
2008-01-07,85.365,
2008-01-08,89.9,
2008-01-09,92.325,
2008-01-10,86.403,
2008-01-11,90.752,
2008-01-14,89.723,
2008-01-15,92.341,
2008-01-16,93.759,
2008-01-17,101.02,
2008-01-18,102.692,
2008-01-22,110.411,
2008-01-23,101.865,
2008-01-24,96.25,
2008-01-25,98.256,
2008-01-28,98.669,
2008-01-29,93.596,
2008-01-30,99.956,
2008-01-31,100.446,
2008-02-01,98.511,
2008-02-04,101.193,
2008-02-05,108.829,
2008-02-06,114.086,
2008-02-07,115.656,
2008-02-08,121.239,
2008-02-11,126.615,
2008-02-12,134.415,
2008-02-13,128.65,
2008-02-14,131.358,
2008-02-15,136.891,
2008-02-19,144.43,
2008-02-20,147.425,
2008-02-21,147.997,
2008-02-22,143.879,
2008-02-25,132.098,
2008-02-26,125.483,
2008-02-27,129.361,
2008-02-28,142.669,
2008-02-29,155.678,
2008-03-03,154.124,
2008-03-04,155.536,
2008-03-05,154.701,
2008-03-06,173.903,
2008-03-07,167.849,
2008-03-10,183.094,
2008-03-11,166.317,
2008-03-12,172.21,
2008-03-13,177.15,
2008-03-14,180.466,
2008-03-17,173.869,
2008-03-18,150.226,
2008-03-19,151.631,
2008-03-20,148.648,
2008-03-24,127.26,
2008-03-25,127.2,
2008-03-26,133.854,
2008-03-27,140.673,
2008-03-28,141.759,
2008-03-31,143.089,
2008-04-01,130.313,
2008-04-02,118.472,
2008-04-03,113.36,
2008-04-04,108.551,
2008-04-07,110.147,
2008-04-08,117.298,
2008-04-09,122.607,
2008-04-10,121.465,
2008-04-11,128.009,
2008-04-14,129.727,
2008-04-15,122.493,
2008-04-16,112.18,
2008-04-17,109.11,
2008-04-18,101.643,
2008-04-21,100.956,
2008-04-22,105.195,
2008-04-23,105.566,
2008-04-24,104.09,
2008-04-25,98.614,
2008-04-28,92.699,
2008-04-29,92.928,
2008-04-30,94.191,
2008-05-01,85.444,
2008-05-02,84.572,
2008-05-05,89.071,
2008-05-06,90.876,
2008-05-07,100.775,
2008-05-08,102.548,
2008-05-09,102.801,
2008-05-12,97.8,
2008-05-13,96.462,
2008-05-14,93.566,
2008-05-15,88.17,
2008-05-16,89.31,
2008-05-19,89.051,
2008-05-20,91.166,
2008-05-21,98.296,
2008-05-22,102.707,
2008-05-23,107.531,
2008-05-27,104.369,
2008-05-28,101.382,
2008-05-29,100.986,
2008-05-30,99.416,
2008-06-02,104.998,
2008-06-03,107.765,
2008-06-04,110.254,
2008-06-05,105.234,
2008-06-06,112.802,
2008-06-09,112.644,
2008-06-10,115.293,
2008-06-11,117.858,
2008-06-12,113.784,
2008-06-13,111.281,
2008-06-16,108.759,
2008-06-17,105.494,
2008-06-18,109.741,
2008-06-19,114.158,
2008-06-20,121.26,
2008-06-23,122.228,
2008-06-24,127.967,
2008-06-25,130.192,
2008-06-26,133.987,
2008-06-27,139.135,
2008-06-30,135.749,
2008-07-01,137.692,
2008-07-02,143.14,
2008-07-03,143.454,
2008-07-07,144.29,
2008-07-08,139.252,
2008-07-09,138.651,
2008-07-10,139.237,
2008-07-11,134.323,
2008-07-14,136.52,
2008-07-15,139.325,
2008-07-16,133.552,
2008-07-17,137.029,
2008-07-18,132.642,
2008-07-21,132.276,
2008-07-22,129.564,
2008-07-23,128.109,
2008-07-24,131.112,
2008-07-25,130.803,
2008-07-28,132.309,
2008-07-29,126.77,
2008-07-30,124.499,
2008-07-31,127.532,
2008-08-01,126.836,
2008-08-04,128.841,
2008-08-05,125.638,
2008-08-06,126.282,
2008-08-07,129.297,
2008-08-08,126.532,
2008-08-11,125.106,
2008-08-12,127.919,
2008-08-13,129.654,
2008-08-14,129.711,
2008-08-15,128.995,
2008-08-18,132.275,
2008-08-19,137.482,
2008-08-20,139.168,
2008-08-21,139.196,
2008-08-22,134.413,
2008-08-25,136.904,
2008-08-26,138.098,
2008-08-27,138.349,
2008-08-28,135.732,
2008-08-29,137.361,
2008-09-02,136.298,
2008-09-03,136.068,
2008-09-04,140.446,
2008-09-05,138.55,
2008-09-08,131.635,
2008-09-09,139.315,
2008-09-10,140.589,
2008-09-11,139.475,
2008-09-12,145.241,
2008-09-15,182.937,
2008-09-16,191.232,
2008-09-17,189.527,
2008-09-18,166.821,
2008-09-19,149.449,
2008-09-22,149.333,
2008-09-23,154.661,
2008-09-24,165.822,
2008-09-25,157.816,
2008-09-26,159.143,
2008-10-02,169.775,
2008-10-03,164.436,
2008-10-06,175.773,
2008-10-07,177.485,
2008-10-08,174.178,
2008-10-09,194.735,
2008-10-10,212.324,
2008-10-14,173.164,
2008-10-15,191.434,
2008-10-16,191.861,
2008-10-17,190.189,
2008-10-20,181.713,
2008-10-21,181.832,
2008-10-22,199.398,
2008-10-23,205.821,
2008-10-24,218.898,
2008-10-27,218.964,
2008-10-28,206.042,
2008-10-29,201.548,
2008-10-30,191.268,
2008-10-31,196.191,
2008-11-03,190.944,
2008-11-04,174.442,
2008-11-05,179.841,
2008-11-06,187.302,
2008-11-07,180.353,
2008-11-10,178.383,
2008-11-12,191.163,
2008-11-13,190.407,
2008-11-14,194.86,
2008-11-17,202.874,
2008-11-18,217.754,
2008-11-19,234.748,
2008-11-20,269.492,
2008-11-21,256.153,
2008-11-24,245.552,
2008-11-25,231.796,
2008-11-26,222.207,
2008-11-28,224.696,
2008-12-01,248.143,
2008-12-02,247.327,
2008-12-03,249.941,
2008-12-04,264.244,
2008-12-05,261.155,
2008-12-08,245.721,
2008-12-09,253.049,
2008-12-10,247.043,
2008-12-11,247.37,
2008-12-12,249.365,
2008-12-15,249.443,
2008-12-16,229.342,
2008-12-17,208.086,
2008-12-18,207.413,
2008-12-19,199.991,
2008-12-22,199.021,
2008-12-23,194.884,
2008-12-24,192.962,
2008-12-26,190.417,
2008-12-29,186.671,
2008-12-30,179.07,
2008-12-31,179.855,
2009-01-02,180.767,
2009-01-05,188.684,
2009-01-06,176.684,
2009-01-07,183.348,
2009-01-08,183.875,
2009-01-09,183.203,
2009-01-12,194.471,
2009-01-13,198.513,
2009-01-14,200.507,
2009-01-15,196.168,
2009-01-16,195.353,
2009-01-20,202.056,
2009-01-21,194.919,
2009-01-22,193.794,
2009-01-23,186.217,
2009-01-26,186.414,
2009-01-27,176.741,
2009-01-28,170.069,
2009-01-29,174.257,
2009-01-30,175.653,
2009-02-02,179.564,
2009-02-03,172.748,
2009-02-04,174.469,
2009-02-05,176.63,
2009-02-06,170.457,
2009-02-09,163.857,
2009-02-10,172.101,
2009-02-11,168.369,
2009-02-12,171.798,
2009-02-13,174.25,
2009-02-17,186.834,
2009-02-18,186.055,
2009-02-19,183.715,
2009-02-20,185.96,
2009-02-23,191.049,
2009-02-24,188.353,
2009-02-25,188.169,
2009-02-26,190.133,
2009-02-27,197.169,
2009-03-02,211.628,
2009-03-03,213.729,
2009-03-04,213.39,
2009-03-05,219.432,
2009-03-06,221.879,
2009-03-09,233.064,
2009-03-10,212.814,
2009-03-11,215.254,
2009-03-12,205.832,
2009-03-13,206.195,
2009-03-16,205.535,
2009-03-17,206.357,
2009-03-18,198.047,
2009-03-19,198.839,
2009-03-20,198.667,
2009-03-23,185.123,
2009-03-24,184.918,
2009-03-25,181.933,
2009-03-26,178.984,
2009-03-27,182.957,
2009-03-30,192.188,
2009-03-31,194.953,
2009-04-01,201.111,
2009-04-02,197.019,1366.104
2009-04-03,188.035,1327.189
2009-04-06,187.973,1321.307
2009-04-07,188.614,1316.497
2009-04-08,188.099,1325.393
2009-04-09,181.084,1284.939
2009-04-13,172.08,1239.876
2009-04-14,176.47,1250.213
2009-04-15,174.831,1252.074
2009-04-16,172.683,1242.254
2009-04-17,175.927,1246.646
2009-04-20,185.175,1289.905
2009-04-21,186.369,1312.557
2009-04-22,183.771,1322.007
2009-04-23,178.714,1297.001
2009-04-24,172.855,1235.108
2009-04-27,174.573,1247.593
2009-04-28,174.916,1233.551
2009-04-29,166.395,1163.93
2009-04-30,160.363,1117.099
2009-05-01,161.14,1123.128
2009-05-04,156.263,1093.198
2009-05-05,154.248,1106.029
2009-05-06,142.734,1050.698
2009-05-07,143.374,1032.037
2009-05-08,140.58,1010.444
2009-05-11,146.578,1036.905
2009-05-12,145.505,1060.777
2009-05-13,150.132,1111.387
2009-05-14,152.076,1132.813
2009-05-15,153.77,1154.92
2009-05-18,145.385,1123.703
2009-05-19,141.271,1086.738
2009-05-20,140.53,1088.853
2009-05-21,142.73,1101.785
2009-05-22,143.418,1102.561
2009-05-26,141.735,1095.689
2009-05-27,143.262,1092.188
2009-05-28,140.539,1084.039
2009-05-29,134.995,1036.541
2009-06-01,125.112,953.241
2009-06-02,119.02,926.296
2009-06-03,119.75,966.372
2009-06-04,118.854,973.164
2009-06-05,116.215,941.302
2009-06-08,120.38,960.64
2009-06-09,118.782,944.039
2009-06-10,120.434,949.24
2009-06-11,121.378,937.139
2009-06-12,118.637,896.594
2009-06-15,123.944,906.684
2009-06-16,130.763,959.989
2009-06-17,134.54,999.415
2009-06-18,137.526,1042.81
2009-06-19,136.261,1046.834
2009-06-22,140.009,1064.869
2009-06-23,140.078,1048.272
2009-06-24,135.314,997.073
2009-06-25,133.508,998.231
2009-06-26,133.922,1001.504
2009-06-29,129.408,961.37
2009-06-30,125.727,948.204
2009-07-01,125.212,941.591
2009-07-02,131.406,973.855
2009-07-06,133.574,987.024
2009-07-07,136.661,1005.791
2009-07-08,138.61,1019.113
2009-07-09,135.941,998.232
2009-07-10,138.313,982.459
2009-07-13,135.704,974.179
2009-07-14,131.815,962.94
