Date,cad_oas,us_hy_oas,us_ig_oas,tsx,vix,us_3m_10y,us_growth_surprises,us_inflation_surprises,us_lei_yoy,us_hard_data_surprises,us_economic_regime,cad_ig_er_index,us_hy_er_index,us_ig_er_index
2002-10-31,86.896937,1001.548411,253.069203,6248.79,31.14,353.472,0.09781,-0.01729,3.5,0.2097,0.85,99.76915,81.017657,94.29220600000001
2002-11-29,69.815295,855.874649,197.529894,6570.42,27.5,383.97,0.21568,-0.01644,3.5,0.0684,0.85,100.646215,87.998338,97.19690299999999
2002-11-30,69.815295,855.874649,197.529894,6570.42,27.5,383.97,0.21568,-0.01644,3.5,0.0684,0.99,100.646215,87.998338,97.19690299999999
2002-12-31,77.339824,860.768757,187.298322,6614.54,28.62,358.207,0.13698,-0.08693,3.1,0.0047,0.88,100.89157499999999,86.708345,97.552335
2003-01-31,74.88798,783.850864,169.313367,6569.49,31.17,367.751,0.20557,-0.0989,3.3,0.2402,0.99,100.77719926600123,89.94932691815966,98.3231876980299
2003-02-28,106.929516,800.036397,165.91452,6555.12,29.63,347.721,0.16672,-0.05803,2.2,0.1383,0.69,100.83943221620848,89.64553556061765,98.5710389155644
2003-03-31,117.389155,729.973437,160.829545,6343.29,29.15,371.266,0.09889,-0.02845,1.5,-0.1244,0.66,100.58638000345648,92.40636915125636,98.9241783682644
2003-04-30,95.375922,613.528554,133.809423,6586.07,21.21,364.493,0.14055,-0.01127,0.4,-0.0711,0.58,101.13514340470198,97.69517413536863,100.54359590543189
2003-05-30,98.637704,659.857887,130.736857,6859.8,19.47,327.324,0.13526,-0.24004,0.4,-0.3398,0.58,100.61316268095597,96.51979136097009,100.85206126631864
2003-05-31,98.637704,659.857887,130.736857,6859.8,19.47,327.324,0.13526,-0.24004,0.7,-0.3398,0.92,100.61316268095597,96.51979136097009,100.85206126631864
2003-06-30,89.258327,587.460552,123.329521,6983.14,19.52,370.436,0.17371,-0.21691,1.3,-0.0052,0.97,101.05963413214045,99.75681591026392,101.24560201855893
2003-07-31,89.365314,523.911976,118.719534,7257.92,19.49,440.911,0.16732,-0.17314,2.2,0.1623,0.99,101.83330301454446,101.75924542344221,101.16764697213708
2003-08-29,76.57847,512.576142,117.906507,7510.32,18.63,424.498,0.2923,-0.1689,2.2,0.177,0.99,101.79094974027521,102.64244535352735,101.46055663768469
2003-08-31,76.57847,512.576142,117.906507,7510.32,18.63,424.498,0.2923,-0.1689,2.7,0.177,0.98,101.79094974027521,102.64244535352735,101.46055663768469
2003-09-30,68.564182,516.950598,113.26931,7421.13,22.72,395.343,0.27553,-0.22589,4.3,0.1859,0.99,101.83028837428346,102.96324195169075,102.00912560966025
2003-10-31,72.049094,448.631786,103.278604,7772.7,16.1,418.177,0.317,-0.18763,5.4,0.3976,1.0,101.80515224728795,106.2962925247383,102.49631465245379
2003-11-28,79.693865,416.878787,97.762203,7859.39,16.32,422.961,0.5082,-0.17077,5.4,0.4669,1.0,102.19205428584519,107.89571292244142,102.9070333953642
2003-11-30,79.693865,416.878787,97.762203,7859.39,16.32,422.961,0.5082,-0.17077,6.1,0.4669,1.0,102.19205428584519,107.89571292244142,102.9070333953642
2003-12-31,66.942184,392.80869,95.112762,8220.89,18.31,414.849,0.501,-0.38168,7.0,0.349,1.0,102.8098618275262,109.61529287756207,103.20628981582696
2004-01-30,54.143354,374.366673,93.039391,8521.39,16.63,404.754,0.52856,-0.3629,7.0,0.2866,1.0,103.09801113966468,110.92892254740676,103.37225172222819
2004-01-31,54.143354,374.366673,93.039391,8521.39,16.63,404.754,0.52856,-0.3629,8.0,0.2866,1.0,103.09801113966468,110.92892254740676,103.37225172222819
2004-02-27,56.991062,407.895757,94.087086,8788.49,14.55,389.882,0.40151,-0.12241,8.0,0.0169,1.0,103.21202419213553,109.37843286425344,103.34089042694185
2004-02-29,56.991062,407.895757,94.087086,8788.49,14.55,389.882,0.40151,-0.12241,9.4,0.0169,1.0,103.21202419213553,109.37843286425344,103.34089042694185
2004-03-31,64.797821,411.934331,97.108244,8585.93,16.74,383.253,0.29172,0.01119,11.0,-0.0549,1.0,103.0179818870209,109.10031584701156,103.23159703015273
2004-04-30,54.22657,365.997318,91.734787,8243.97,17.19,431.802,0.43103,0.24927,11.6,0.0741,1.0,103.1633149357989,111.6496113096418,103.50320089480942
2004-05-31,74.275082,402.670924,98.690208,8417.32,15.5,427.347,0.35782,0.29027,11.5,0.1216,1.0,102.96226716669929,110.16844124155132,103.17581299844436
2004-06-30,62.299757,384.028121,99.888876,8545.58,14.34,401.732,0.3801,0.4341,11.1,0.4077,0.99,103.01446887404222,111.31135057350386,103.17981946661502
2004-07-30,68.388635,389.123994,97.337581,8458.07,15.32,376.561,0.27038,0.40001,11.1,-0.0054,0.99,103.04090745810979,111.82566004692072,103.38095614071128
2004-07-31,68.388635,389.123994,97.337581,8458.07,15.32,376.561,0.27038,0.40001,11.5,-0.0054,1.0,103.04090745810979,111.82566004692072,103.38095614071128
2004-08-31,67.05511,392.327629,94.538487,8377.03,15.29,333.127,0.16209,0.04635,11.3,-0.2031,1.0,103.13210905843837,111.87851215653455,103.54837015961023
2004-09-30,67.461716,365.324386,90.249237,8668.29,13.34,319.154,0.17942,-0.03056,11.0,-0.2688,1.0,103.19524048219219,113.34315991152957,103.9192450582521
2004-10-29,66.677274,347.978994,90.021354,8870.97,16.27,290.237,0.23685,-0.01528,11.0,-0.2141,1.0,103.22755567796182,114.65296181534698,104.06088433833243
2004-10-31,66.677274,347.978994,90.021354,8870.97,16.27,290.237,0.23685,-0.01528,10.2,-0.2141,1.0,103.22755567796182,114.65296181534698,104.06088433833243
2004-11-30,63.792908,301.852874,84.405992,9030.05,13.24,277.985,0.16471,0.10133,9.9,-0.041,0.99,103.63458094903561,117.4961753396874,104.51874769040845
2004-12-31,59.97322,288.470442,80.621513,9246.65,13.29,265.036,0.16834,0.20697,9.9,-0.0735,1.0,103.91700992046202,118.37905965848752,104.89370852606415
2005-01-31,58.344763,303.849393,81.672589,9204.05,12.82,212.004,0.16154,0.05504,9.4,-0.1629,0.99,103.95168183082197,117.71909521710084,104.90251120608364
2005-02-28,55.963045,256.798056,76.838771,9668.32,12.08,197.3,0.14488,0.04587,8.9,-0.0138,1.0,104.16182488662334,120.39416009878056,105.22300449205126
2005-03-31,59.010682,328.978208,92.952138,9612.38,14.02,197.959,0.15611,0.11503,7.2,-0.0566,0.99,103.95573459420888,117.26435034595697,104.24556820320741
2005-04-29,64.829157,388.700214,104.266865,9369.3,15.31,164.798,0.06693,0.21397,7.2,-0.1321,0.99,103.81544870915644,114.18951701222937,103.53610072472384
2005-04-30,64.829157,388.700214,104.266865,9369.3,15.31,164.798,0.06693,0.21397,7.4,-0.1321,0.99,103.81544870915644,114.18951701222937,103.53610072472384
2005-05-31,62.299235,375.593613,104.41625,9607.3,13.29,138.482,0.09589,0.1997,6.3,0.0981,0.96,103.93201761503472,114.97485789949093,103.62329781568447
2005-06-30,56.09734,355.631885,84.337061,9902.77,12.04,108.576,0.08938,-0.05712,6.6,-0.1641,0.99,104.20737171207146,116.6727131140146,103.71604902851158
2005-07-29,54.150333,308.632535,85.0454,10422.93,11.57,109.093,0.24503,-0.25863,6.6,-0.0278,0.99,104.54415115367217,120.25518071516031,104.33188313807935
2005-07-31,54.150333,308.632535,85.0454,10422.93,11.57,109.093,0.24503,-0.25863,6.0,-0.0278,0.98,104.54415115367217,120.25518071516031,104.33188313807935
2005-08-31,52.363377,342.300758,89.191096,10668.94,12.6,76.687,0.16205,-0.14005,6.2,0.054,0.97,104.74711354408801,118.76241485391381,104.09613243029285
2005-09-30,54.068644,341.099723,87.813465,11011.83,11.92,104.891,-0.01466,-0.11732,5.0,-0.0757,0.07,104.70601020998407,118.93904706503962,104.01483770831099
2005-10-31,54.368106,344.397495,92.669622,10383.32,15.32,86.973,0.03708,0.22092,4.8,0.2168,0.99,104.57009507436892,118.93203902470783,103.78893232400674
2005-11-30,60.294579,343.483299,94.413843,10824.14,12.06,80.13,0.11865,0.27704,4.5,0.1285,1.0,104.49097370218556,118.96170836843005,103.85693281737002
2005-12-30,62.323585,340.032322,98.9635,11272.26,12.07,45.506,0.0692,0.01602,4.5,0.0143,1.0,104.56692976224673,118.93404554976905,103.683845611057
2005-12-31,62.323585,340.032322,98.9635,11272.26,12.07,45.506,0.0692,0.01602,3.6,0.0143,0.97,104.56692976224673,118.93404554976905,103.683845611057
2006-01-31,58.757157,323.324692,87.448484,11945.64,12.95,21.278,-0.03192,-0.16491,3.6,-0.0805,0.99,104.56331592915416,121.13003900943818,103.93178582790516
2006-02-28,59.463994,320.22178,83.585007,11688.34,12.34,-7.309,0.06933,-0.01028,3.1,0.1658,0.99,104.53491973370792,121.90028562192987,104.20577868464002
2006-03-31,59.616901,299.396965,87.061441,12110.61,11.39,28.438,0.0656,0.03578,3.7,0.0398,0.99,104.51220047687848,123.49086078415381,104.08145345904471
2006-04-28,58.798411,290.792306,84.861599,12204.17,11.59,41.969,0.08266,0.05195,3.7,0.0808,0.99,104.59185119861698,124.47428715856981,104.3180112633217
2006-04-30,58.798411,290.792306,84.861599,12204.17,11.59,41.969,0.08266,0.05195,2.6,0.0808,0.99,104.59185119861698,124.47428715856981,104.3180112633217
2006-05-31,59.485879,296.985903,89.205879,11744.52,16.44,40.172,0.01333,0.3248,2.3,0.053,0.87,104.63415061304443,124.43961550561113,104.1198071503747
2006-06-30,60.880887,317.438804,93.682282,11612.87,13.08,21.663,0.03421,0.44885,1.3,-0.0246,0.94,104.45232963557383,123.71574008813886,103.90403069927355
2006-07-31,63.829762,330.961551,94.888092,11830.96,14.95,-0.015,0.07863,0.42343,0.8,-0.0907,0.86,104.49396923267444,123.45549455636913,103.9982482097803
2006-08-31,62.826541,331.400362,93.835659,12073.75,12.31,-16.456,-0.03432,0.39935,-0.1,-0.3184,0.95,104.67313002745189,123.81680072532342,104.18228185154763
2006-09-29,62.267001,327.880665,93.671717,11761.27,11.98,-11.697,-0.06464,0.38609,-0.1,-0.5016,0.95,104.82156905826518,124.54799534395885,104.30733286406222
2006-09-30,62.267001,327.880665,93.671717,11761.27,11.98,-11.697,-0.06464,0.38609,0.1,-0.5016,0.94,104.82156905826518,124.54799534395885,104.30733286406222
2006-10-31,60.988053,312.995606,92.33672,12344.59,11.1,-33.116,-0.06261,-0.16954,-0.2,-0.3673,0.96,104.99385248607216,125.67461593053586,104.54494409621064
2006-11-30,59.340394,305.087627,88.06426,12752.38,10.91,-45.191,-0.22244,-0.34818,-0.9,-0.6148,0.9,105.19375831404514,126.67558507667044,104.81897116861457
2006-12-29,58.408981,271.691082,87.374343,12908.39,11.56,-17.741,-0.22293,-0.55409,-0.9,-0.5141,0.9,105.27502982319494,128.95436376808493,104.9875434753244
2006-12-31,58.408981,271.691082,87.374343,12908.39,11.56,-17.741,-0.22293,-0.55409,-0.8,-0.5141,0.99,105.27502982319494,128.95436376808493,104.9875434753244
2007-01-31,56.698911,257.0996,85.276224,13034.12,10.42,-19.507,-0.03749,-0.52499,-1.7,-0.1697,0.92,105.51592962118907,130.5023074494279,105.26944237868369
2007-02-28,54.480188,264.118944,84.284258,13045.02,15.42,-45.297,-0.2608,-0.3484,-1.7,-0.1746,0.99,105.67636981938992,130.2842739902561,105.36299677867456
2007-03-30,56.891901,271.406223,90.611886,13165.5,14.64,-18.683,-0.21258,-0.11663,-1.7,0.0808,0.99,105.4681463379026,130.2838871271648,104.9748074364254
2007-03-31,56.891901,271.406223,90.611886,13165.5,14.64,-18.683,-0.21258,-0.11663,-1.8,0.0808,0.98,105.4681463379026,130.2838871271648,104.9748074364254
2007-04-30,66.479939,260.655927,91.312358,13416.68,14.22,-3.159,-0.30421,-0.11746,-1.6,-0.0496,0.98,104.82172817777983,131.36126988739986,105.16251466540491
2007-05-31,67.994579,234.581094,90.146905,14056.78,13.05,28.553,-0.22838,-0.17773,-1.3,0.1379,0.97,104.89907268944066,133.44858324881378,105.35033213130511
2007-06-29,71.290654,285.062445,96.066288,13906.57,16.23,32.187,-0.12052,-0.18596,-1.3,-0.0962,0.97,104.60994640028451,130.9413274227018,105.01853054878111
2007-06-30,71.290654,285.062445,96.066288,13906.57,16.23,32.187,-0.12052,-0.18596,-1.2,-0.0962,0.94,104.60994640028451,130.9413274227018,105.01853054878111
2007-07-31,87.166604,412.021345,125.240062,13868.63,23.52,1.845,-0.17922,-0.19017,-1.1,-0.3741,0.94,103.736643706888,124.09331167737592,103.19501765428976
2007-08-31,96.768228,433.328386,149.052299,13660.48,23.38,77.036,-0.06661,-0.20761,-1.4,-0.1482,0.92,103.37445759978488,123.62275333535526,102.22532750574122
2007-09-28,111.09698,404.063893,145.094523,14098.89,18.0,108.706,-0.14807,-0.27596,-1.4,-0.2973,0.92,102.65693879002012,126.20819935039435,102.43488999164603
2007-09-30,111.09698,404.063893,145.094523,14098.89,18.0,108.706,-0.14807,-0.27596,-1.8,-0.2973,0.98,102.65693879002012,126.20819935039435,102.43488999164603
2007-10-31,103.573482,416.047246,142.664581,14625.0,18.53,86.899,-0.26875,-0.33151,-2.3,-0.2124,0.76,102.95196679734812,126.0081137595718,102.74482266886412
2007-11-30,138.982487,549.15357,194.284547,13689.12,22.87,126.439,-0.24061,-0.21929,-2.9,-0.4023,0.83,101.05117665462633,118.84747266061933,99.39465860793672
2007-12-31,135.777564,563.282518,196.866893,13833.06,22.5,121.116,-0.24114,0.18251,-4.1,-0.0675,0.46,101.34555722052092,118.93695667272527,99.49342773921202
2008-01-31,143.937498,664.655062,226.494707,13155.1,26.2,243.536,-0.22367,0.17806,-4.9,-0.0603,0.67,100.71706173396228,114.07774449055668,97.78855114364681
2008-02-29,155.842673,743.378306,248.450058,13582.69,26.54,256.676,-0.30758,0.51353,-6.1,-0.1509,0.53,100.14934419152436,110.77334162134011,96.70203316602075
2008-03-31,179.845902,778.953361,289.682643,13350.13,25.61,297.104,-0.31607,0.11463,-7.7,-0.2327,0.31,98.85552829673546,109.64530546442985,94.65184473080106
2008-04-30,167.559799,650.415171,246.635619,13937.04,20.79,312.453,-0.27527,0.26359,-8.0,-0.3391,0.24,99.54170156681943,116.81249761641965,97.53254559966533
2008-05-30,162.563765,627.09144,238.227161,14714.73,17.83,282.354,-0.20266,0.27335,-8.0,-0.0588,0.24,99.99590803134807,118.57509573952679,97.96251639698312
2008-05-31,162.563765,627.09144,238.227161,14714.73,17.83,282.354,-0.20266,0.27335,-8.8,-0.0588,0.13,99.99590803134807,118.57509573952679,97.96251639698312
2008-06-30,170.762337,712.87531,265.151292,14467.03,23.95,279.039,-0.10935,0.38233,-9.1,0.081,0.22,99.71053819787096,114.3770065247192,96.32745831939961
2008-07-31,177.038571,759.989309,290.049002,13592.91,22.94,294.593,0.0289,0.69329,-10.8,0.2874,0.09,99.57258763883796,112.14411145564549,95.18731935382777
2008-08-29,198.183125,793.024149,304.067991,13771.25,20.65,275.483,0.19238,1.18474,-10.8,0.3189,0.09,98.52189872236549,111.21352135113804,94.4179436416604
2008-08-31,198.183125,793.024149,304.067991,13771.25,20.65,275.483,0.19238,1.18474,-11.5,0.3189,0.02,98.52189872236549,111.21352135113804,94.4179436416604
2008-09-30,245.484891,1017.647187,440.517307,11752.9,39.39,363.635,0.01603,0.68758,-12.7,-0.1526,0.04,96.28779064004001,101.23446210805693,86.1183700435482
2008-10-31,301.754954,1477.287785,582.99744,9762.76,59.89,402.606,-0.31247,0.58383,-15.0,-0.4768,0.01,93.54503325984702,83.48618514065659,80.29147476714178
2008-11-28,326.541866,1828.183755,609.60698,9270.62,55.84,341.175,-0.59353,0.07348,-15.0,-0.6889,0.01,92.4963702410634,69.7092678675586,77.67883207609533
2008-11-30,326.541866,1828.183755,609.60698,9270.62,55.84,341.175,-0.59353,0.07348,-16.5,-0.6889,0.0,92.4963702410634,69.7092678675586,77.67883207609533
2008-12-31,386.832127,1653.188611,557.426475,8987.7,40.0,263.218,-0.74844,-0.60094,-18.1,-0.7569,0.0,89.41612810150379,73.359540596149,79.71150071362443
2009-01-30,355.432497,1490.041521,485.579635,8694.9,44.84,341.439,-0.77538,-0.48209,-18.1,-0.9236,0.0,90.76446161614608,78.87371683639242,82.71417874168617
2009-01-31,355.432497,1490.041521,485.579635,8694.9,44.84,341.439,-0.77538,-0.48209,-18.8,-0.9236,0.0,90.76446161614608,78.87371683639242,82.71417874168617
2009-02-27,344.754865,1540.791686,515.263916,8123.02,46.35,347.872,-0.97338,-0.25233,-18.8,-0.7799,0.0,90.9238038389068,76.77219634727021,81.55475981862136
2009-02-28,344.754865,1540.791686,515.263916,8123.02,46.35,347.872,-0.97338,-0.25233,-18.8,-0.7799,0.0,90.9238038389068,76.77219634727021,81.55475981862136
2009-03-31,331.819181,1487.739375,553.370066,8720.39,44.14,337.796,-0.6357,0.32935,-19.0,-0.2764,0.0,91.56677554453653,78.02692105693242,79.54326480867829
2009-04-30,288.975664,1221.052502,449.903225,9324.83,36.5,390.35,-0.53054,0.30468,-18.4,-0.1745,0.02,93.61702208813053,88.24824816570262,83.75699807285211
2009-05-29,233.660457,1076.664737,357.891549,10370.07,28.92,420.211,-0.34909,0.28969,-18.4,-0.1095,0.02,96.61019478652224,94.62928988852231,87.81701169347475
2009-05-31,233.660457,1076.664737,357.891549,10370.07,28.92,420.211,-0.34909,0.28969,-17.1,-0.1095,0.06,96.61019478652224,94.62928988852231,87.81701169347475
2009-06-30,200.528176,949.065124,307.596725,10374.91,26.35,414.269,-0.23377,0.43011,-16.2,0.2023,0.59,98.37789441276699,97.50557882576558,90.18953364110499
2009-07-31,157.617469,834.293746,247.764769,10787.15,25.92,411.868,-0.09072,0.68594,-13.8,0.3885,0.99,100.79665164510567,103.0276346142644,93.55399666322563
2009-08-31,150.867285,844.516982,233.766928,10868.21,26.01,404.72,0.10928,0.34753,-11.9,0.4537,0.96,101.39170793016964,104.34356172145516,94.3869109024474
2009-09-30,144.941406,747.960652,219.730164,11394.96,25.61,393.843,0.08538,0.5114,-9.4,0.2316,0.97,101.76243703305259,109.75964305120421,95.2559240889973
2009-10-30,126.13071,732.83846,206.541993,10910.75,30.69,417.647,0.11303,0.46981,-9.4,0.201,0.97,102.98496831458502,111.6291427189243,96.05537544021946
2009-10-31,126.13071,732.83846,206.541993,10910.75,30.69,417.647,0.11303,0.46981,-5.9,0.201,0.99,102.98496831458502,111.6291427189243,96.05537544021946
2009-11-30,130.921601,734.973019,207.473067,11447.2,24.51,414.087,0.20214,0.48699,-2.6,0.0749,0.98,103.01826419820617,111.75038256447674,96.2306554504837
2009-12-31,124.234007,621.900446,171.500576,11746.11,21.68,458.934,0.34377,0.269,1.3,0.1602,0.99,103.44388228548549,117.04298658268515,97.85343095027673
2010-01-29,111.274548,631.936822,172.381767,11094.31,24.62,441.537,0.26477,0.20646,1.3,-0.218,0.99,104.30824798703595,116.85986931888695,97.74443299207553
2010-01-31,111.274548,631.936822,172.381767,11094.31,24.62,441.537,0.26477,0.20646,4.0,-0.218,0.99,104.30824798703595,116.85986931888695,97.74443299207553
2010-02-26,108.69832,653.695179,172.755449,11629.63,19.5,443.792,0.03377,-0.12017,4.0,-0.0316,0.99,104.5503252914828,116.57944134561401,97.6940874018516
2010-02-28,108.69832,653.695179,172.755449,11629.63,19.5,443.792,0.03377,-0.12017,5.3,-0.0316,0.96,104.5503252914828,116.57944134561401,97.6940874018516
2010-03-31,104.342776,574.837461,151.785711,12037.73,17.59,455.87,0.04098,-0.16407,8.9,0.0187,0.99,105.04823586784282,121.14420677500854,98.97055311696575
